term	df	idf
tel	3	7.540090
temp	53	4.668411
tempeh	9	6.441478
temper	7	6.692792
tempera	2	7.945555
temperat	1	8.638703
temperature	424	2.588969
temperatures	3	7.540090
tempered	1	8.638703
tempering	1	8.638703
tempers	1	8.638703
tempeture	1	8.638703
template	1	8.638703
temple	1	8.638703
temprature	1	8.638703
temps	2	7.945555
tempura	4	7.252408
ten	32	5.172967
tend	7	6.692792
tendency	2	7.945555
tender	823	1.925746
tenderise	2	7.945555
tenderize	7	6.692792
tenderized	1	8.638703
tenderizer	2	7.945555
tenderizing	2	7.945555
tenderloin	64	4.479820
tenderloins	3	7.540090
tenderness	12	6.153796
tenders	20	5.642970
tendons	1	8.638703
tends	4	7.252408
tennessee	1	8.638703
tennis	1	8.638703
tent	15	5.930652
tentacles	3	7.540090
tented	2	7.945555
tepid	4	7.252408
tequila	29	5.271407
teresa	1	8.638703
teriyaki	19	5.694264
term	2	7.945555
termperature	1	8.638703
terra	1	8.638703
terrine	2	7.945555
terry	1	8.638703
test	50	4.726680
tested	16	5.866114
tester	34	5.112342
testing	1	8.638703
tests	8	6.559261
tetrazzini	7	6.692792
tex	7	6.692792
texas	19	5.694264
texture	50	4.726680
textured	3	7.540090
textures	1	8.638703
tgi	1	8.638703
th	3	7.540090
thai	58	4.578260
thailand	1	8.638703
than	138	3.711449
thank	2	7.945555
thanks	2	7.945555
thanksgiving	6	6.846943
thats	1	8.638703
thatsa	1	8.638703
thaw	50	4.726680
thawed	187	3.407594
thawing	4	7.252408
thaws	2	7.945555
theirs	1	8.638703
themselves	2	7.945555
then	1339	1.439024
thenatural	1	8.638703
thenplace	1	8.638703
there	99	4.043583
thereafter	2	7.945555
therefore	1	8.638703
therm	1	8.638703
therma	1	8.638703
thermidor	1	8.638703
thermomenter	1	8.638703
thermometer	65	4.464315
thermometers	1	8.638703
thermomix	1	8.638703
thermos	1	8.638703
thermostat	1	8.638703
thes	1	8.638703
theya	1	8.638703
thick	618	2.212214
thicken	117	3.876529
thickened	237	3.170642
thickener	1	8.638703
thickening	11	6.240807
thickens	129	3.778890
thicker	28	5.306498
thickest	18	5.748331
thickish	1	8.638703
thickly	11	6.240807
thickness	101	4.023582
thicknesses	1	8.638703
thicknss	1	8.638703
thigh	11	6.240807
thighs	92	4.116914
thin	351	2.777916
thing	19	5.694264
things	6	6.846943
thinly	330	2.839610
thinned	2	7.945555
thinner	18	5.748331
thinness	2	7.945555
thinnest	1	8.638703
thinning	1	8.638703
thins	2	7.945555
third	56	4.613351
thirds	33	5.142195
thirteenth	1	8.638703
thirty	1	8.638703
thisrecipe	1	8.638703
thit	1	8.638703
thoben	1	8.638703
thomasville	1	8.638703
thorn	1	8.638703
thorough	3	7.540090
thoroughbred	1	8.638703
thoroughly	299	2.938259
thorougly	1	8.638703
thorugh	1	8.638703
though	17	5.805489
thoughts	1	8.638703
thouroughly	2	7.945555
thousand	5	7.029265
thread	27	5.342866
threads	6	6.846943
three	131	3.763505
throroughly	1	8.638703
through	605	2.233474
throughly	21	5.594180
throughouly	1	8.638703
throughout	23	5.503208
throwdown	1	8.638703
thru	5	7.029265
thumb	10	6.336118
thumbprint	4	7.252408
thumbsize	1	8.638703
thumped	1	8.638703
thus	2	7.945555
thw	1	8.638703
thyme	468	2.490234
tia	3	7.540090
tian	1	8.638703
tiao	2	7.945555
tibetan	1	8.638703
tidbits	6	6.846943
tide	1	8.638703
tie	43	4.877502
tied	8	6.559261
ties	2	7.945555
tiger	2	7.945555
tight	46	4.810061
tighten	3	7.540090
tightly	121	3.842912
tighty	1	8.638703
tijuana	1	8.638703
til	38	5.001116
tilapia	36	5.055184
tilelike	1	8.638703
tiles	3	7.540090
till	186	3.412956
tillamook	3	7.540090
tilt	10	6.336118
tilted	1	8.638703
tilting	5	7.029265
tim	1	8.638703
time	568	2.296581
timed	2	7.945555
timer	9	6.441478
times	128	3.786672
timey	1	8.638703
timid	1	8.638703
timing	6	6.846943
tin	79	4.269255
tines	10	6.336118
tinfoil	3	7.540090
tinge	1	8.638703
tinged	1	8.638703
tins	53	4.668411
tint	3	7.540090
tinted	2	7.945555
tiny	29	5.271407
tip	71	4.376023
tipped	1	8.638703
tipping	3	7.540090
tips	33	5.142195
tipsy	1	8.638703
tiramisu	9	6.441478
tirshi	1	8.638703
tis	1	8.638703
tish	1	8.638703
tissue	1	8.638703
tissues	1	8.638703
tit	1	8.638703
tll	1	8.638703
tm	1	8.638703
toast	128	3.786672
toasted	259	3.081875
toaster	9	6.441478
toasting	9	6.441478
toasts	8	6.559261
toasty	2	7.945555
toated	1	8.638703
toblerone	1	8.638703
today	2	7.945555
toddler	2	7.945555
toegther	1	8.638703
toffee	23	5.503208
toffees	1	8.638703
tofu	136	3.726048
tofutti	1	8.638703
togehter	2	7.945555
together	1278	1.485651
togethers	1	8.638703
toghter	1	8.638703
toise	1	8.638703
tolbert	1	8.638703
tolks	1	8.638703
toll	1	8.638703
tom	3	7.540090
tomake	1	8.638703
tomates	1	8.638703
tomatillo	14	5.999645
tomatillos	15	5.930652
tomato	735	2.038832
tomatoe	4	7.252408
tomatoed	1	8.638703
tomatoes	1031	1.700418
tomatos	3	7.540090
toms	1	8.638703
ton	2	7.945555
tone	2	7.945555
toner	1	8.638703
tongs	26	5.380606
tongue	1	8.638703
tonight	1	8.638703
tons	1	8.638703
tony	5	7.029265
too	310	2.902130
tool	2	7.945555
toor	4	7.252408
tooth	14	5.999645
toothpick	143	3.675858
toothpicks	24	5.460649
toothpics	1	8.638703
top	1582	1.272257
topic	1	8.638703
topped	49	4.746882
toppers	1	8.638703
topping	272	3.032901
toppings	43	4.877502
tops	126	3.802421
topside	2	7.945555
topsy	1	8.638703
tor	1	8.638703
torani	2	7.945555
torch	4	7.252408
torn	43	4.877502
torpedo	1	8.638703
torte	17	5.805489
tortellini	18	5.748331
tortilla	132	3.755901
tortillas	172	3.491208
toscana	1	8.638703
toss	467	2.492373
tossed	10	6.336118
tossing	38	5.001116
tostada	1	8.638703
tostadas	1	8.638703
tostados	1	8.638703
tostitos	1	8.638703
tot	5	7.029265
total	61	4.527829
totally	7	6.692792
totoast	1	8.638703
tots	7	6.692792
touch	70	4.390207
touched	20	5.642970
touches	4	7.252408
touching	19	5.694264
tough	30	5.237505
tougher	1	8.638703
toughness	1	8.638703
tourtiere	2	7.945555
touts	1	8.638703
tow	2	7.945555
toward	15	5.930652
towards	14	5.999645
towel	137	3.718722
toweling	5	7.029265
towels	134	3.740863
towers	1	8.638703
towls	1	8.638703
toxins	1	8.638703
toy	1	8.638703
tra	1	8.638703
trace	2	7.945555
track	3	7.540090
tracks	1	8.638703
trade	2	7.945555
trader	3	7.540090
tradionally	1	8.638703
tradition	1	8.638703
traditional	25	5.419827
traditionalist	1	8.638703
traeger	1	8.638703
traffic	1	8.638703
trail	3	7.540090
train	4	7.252408
tranfer	2	7.945555
trans	5	7.029265
transfer	458	2.511833
transfered	1	8.638703
transferring	13	6.073753
translucent	76	4.307969
transmissible	1	8.638703
transparent	27	5.342866
trap	2	7.945555
trapanese	1	8.638703
trapped	1	8.638703
trash	3	7.540090
tray	53	4.668411
trays	6	6.846943
treacle	3	7.540090
treasures	2	7.945555
treat	9	6.441478
treated	2	7.945555
treating	1	8.638703
treatment	1	8.638703
treats	4	7.252408
tree	4	7.252408
trees	1	8.638703
tri	5	7.029265
trial	1	8.638703
triange	1	8.638703
triangle	13	6.073753
triangles	21	5.594180
triangular	3	7.540090
trick	1	8.638703
tricks	1	8.638703
tricky	1	8.638703
tricolor	1	8.638703
trifle	13	6.073753
trim	82	4.231983
trimmed	112	3.920204
trimming	3	7.540090
trimmings	2	7.945555
trinidad	1	8.638703
triple	25	5.419827
tripled	3	7.540090
triples	1	8.638703
trips	1	8.638703
triscuits	2	7.945555
trivle	1	8.638703
tropical	6	6.846943
tropicale	1	8.638703
trouble	3	7.540090
trout	1	8.638703
trowel	2	7.945555
true	2	7.945555
truffle	4	7.252408
truffled	1	8.638703
truffles	4	7.252408
truly	1	8.638703
trussing	1	8.638703
trust	4	7.252408
ts	1	8.638703
tso	3	7.540090
tsp	134	3.740863
tspn	2	7.945555
tspns	1	8.638703
tsps	1	8.638703
tsubushi	1	8.638703
tsukemono	1	8.638703
tub	15	5.930652
tube	49	4.746882
tubes	6	6.846943
tubesteak	1	8.638703
tubetti	1	8.638703
tubular	1	8.638703
tuck	14	5.999645
tucking	4	7.252408
tugboat	1	8.638703
tumbler	1	8.638703
tumblers	1	8.638703
tumeric	3	7.540090
tuna	153	3.608265
tunnel	1	8.638703
tupperware	6	6.846943
turbinado	1	8.638703
ture	1	8.638703
tureen	2	7.945555
turkey	232	3.191965
turkish	2	7.945555
turmeric	135	3.733428
turner	2	7.945555
turnip	13	6.073753
turnips	9	6.441478
turnover	2	7.945555
turnovers	9	6.441478
turns	37	5.027785
turtle	2	7.945555
turvy	1	8.638703
tuscan	5	7.029265
tuscany	2	7.945555
tv	1	8.638703
tvp	2	7.945555
twang	1	8.638703
twelve	6	6.846943
twenty	5	7.029265
twice	54	4.649719
twigs	1	8.638703
twin	4	7.252408
twine	6	6.846943
twinkie	3	7.540090
twinkies	5	7.029265
twist	26	5.380606
twisted	1	8.638703
twisting	5	7.029265
twists	7	6.692792
two	402	2.642251
twon	1	8.638703
tying	1	8.638703
tyler	3	7.540090
type	56	4.613351
types	8	6.559261
typewriting	2	7.945555
typical	3	7.540090
typically	4	7.252408
typo	1	8.638703
typsy	2	7.945555
tyrolean	2	7.945555
tyson	1	8.638703
tzatziki	8	6.559261
tzimmes	1	8.638703
uala	1	8.638703
udon	1	8.638703
ugly	1	8.638703
ukrainian	1	8.638703
ultimate	15	5.930652
ultimately	1	8.638703
umbrellas	1	8.638703
un	8	6.559261
unabsorbed	1	8.638703
unavailable	5	7.029265
unbaked	54	4.649719
unbeaten	8	6.559261
unbelievable	1	8.638703
unblanched	4	7.252408
unbleached	42	4.901033
unbuttered	1	8.638703
uncheese	1	8.638703
unchlorinated	1	8.638703
unchopped	2	7.945555
uncle	7	6.692792
uncommon	1	8.638703
uncontrollable	1	8.638703
uncooked	178	3.456919
uncoooked	1	8.638703
uncover	91	4.127843
uncoverd	2	7.945555
uncovered	260	3.078021
uncoveredfor	1	8.638703
uncrowded	1	8.638703
uncrushed	1	8.638703
uncut	1	8.638703
under	150	3.628067
underbaking	1	8.638703
underbeat	1	8.638703
underbeating	1	8.638703
undercook	3	7.540090
underdone	3	7.540090
underneath	9	6.441478
underseason	1	8.638703
undershell	1	8.638703
underside	5	7.029265
undersides	1	8.638703
undilluted	1	8.638703
undiluited	1	8.638703
undiluted	32	5.172967
undissolved	3	7.540090
undisturbed	5	7.029265
undrained	76	4.307969
uneven	2	7.945555
unevenly	1	8.638703
unflavored	15	5.930652
unfold	2	7.945555
unfried	1	8.638703
unfrosted	1	8.638703
unglazed	3	7.540090
ungrased	1	8.638703
ungrease	1	8.638703
ungreased	162	3.551106
unheated	4	7.252408
uniform	11	6.240807
uniformly	4	7.252408
unil	1	8.638703
unincorporated	1	8.638703
unique	4	7.252408
unit	2	7.945555
university	1	8.638703
unknown	2	7.945555
unless	11	6.240807
unlike	1	8.638703
unlikely	1	8.638703
unmold	13	6.073753
unmolding	2	7.945555
unmoulding	1	8.638703
unntil	1	8.638703
unofficial	1	8.638703
unopened	1	8.638703
unpacked	1	8.638703
unpared	2	7.945555
unpeeled	43	4.877502
unpleasant	1	8.638703
unpopped	2	7.945555
unprocessed	2	7.945555
unrefined	5	7.029265
unrefrigerated	1	8.638703
unroll	11	6.240807
unrolled	1	8.638703
unsalted	280	3.003913
unscotti	1	8.638703
unseasoned	7	6.692792
unsifted	4	7.252408
unsightly	1	8.638703
unsing	1	8.638703
unsliced	1	8.638703
unsparingly	1	8.638703
unstuffed	1	8.638703
unsulfured	1	8.638703
unsulphured	2	7.945555
unsure	2	7.945555
unsweetend	2	7.945555
unsweetened	162	3.551106
unti	1	8.638703
untiil	1	8.638703
until	4087	0.323136
untill	2	7.945555
untl	1	8.638703
unto	1	8.638703
untoasted	4	7.252408
untouched	1	8.638703
unused	2	7.945555
unusual	1	8.638703
unwanted	1	8.638703
unwrap	15	5.930652
unwrapped	3	7.540090
up	930	1.803518
updated	1	8.638703
upe	1	8.638703
upon	8	6.559261
upper	11	6.240807
uppermost	1	8.638703
upright	9	6.441478
ups	6	6.846943
upside	35	5.083355
upto	2	7.945555
upward	1	8.638703
upwards	1	8.638703
ur	1	8.638703
urad	2	7.945555
urbandictionary	1	8.638703
urge	1	8.638703
uric	2	7.945555
usable	1	8.638703
usda	1	8.638703
use	1031	1.700418
useful	1	8.638703
uses	8	6.559261
using	681	2.115140
usual	10	6.336118
usually	87	4.172794
utensil	5	7.029265
utensils	3	7.540090
utica	1	8.638703
utilization	1	8.638703
utilize	1	8.638703
uzbekistanian	1	8.638703
vacation	1	8.638703
vacum	1	8.638703
vacuum	3	7.540090
vada	2	7.945555
vaguely	1	8.638703
valastro	1	8.638703
valentine	3	7.540090
valley	9	6.441478
value	3	7.540090
values	1	8.638703
valve	1	8.638703
vampire	1	8.638703
van	2	7.945555
vanilla	1490	1.332171
vanished	1	8.638703
varation	2	7.945555
variable	2	7.945555
variation	16	5.866114
variations	24	5.460649
varied	1	8.638703
varies	3	7.540090
varieties	5	7.029265
variety	16	5.866114
various	1	8.638703
vary	33	5.142195
vase	1	8.638703
vbs	1	8.638703
ve	30	5.237505
veal	25	5.419827
veg	12	6.153796
vegan	78	4.281994
vege	1	8.638703
vegemite	2	7.945555
vegetabel	1	8.638703
vegetable	817	1.933064
vegetables	363	2.744300
vegetarian	38	5.001116
vegetarians	2	7.945555
vegeterranean	1	8.638703
veggeis	1	8.638703
veggie	36	5.055184
veggies	113	3.911315
vegies	1	8.638703
vegis	1	8.638703
vegs	1	8.638703
vegtables	2	7.945555
vegtetables	1	8.638703
vein	3	7.540090
veined	2	7.945555
veins	3	7.540090
velveeta	35	5.083355
velvet	6	6.846943
velvety	4	7.252408
venison	24	5.460649
vent	12	6.153796
vented	1	8.638703
vents	8	6.559261
vera	1	8.638703
verbena	3	7.540090
verde	21	5.594180
verify	2	7.945555
verifying	1	8.638703
verjuice	2	7.945555
vermicelli	7	6.692792
vermont	4	7.252408
vermouth	21	5.594180
veronica	1	8.638703
veronique	1	8.638703
versatile	2	7.945555
versatility	1	8.638703
version	27	5.342866
versions	3	7.540090
vertical	2	7.945555
vertically	6	6.846943
very	447	2.536144
vessel	3	7.540090
vey	1	8.638703
via	2	7.945555
vibrant	1	8.638703
vichyssoise	1	8.638703
vicky	1	8.638703
victoria	4	7.252408
vidalia	19	5.694264
vidallia	1	8.638703
vienna	6	6.846943
viennese	3	7.540090
vietnamese	6	6.846943
view	1	8.638703
vigilant	1	8.638703
vigne	1	8.638703
vigo	1	8.638703
vigorously	28	5.306498
vigourous	1	8.638703
vigurously	1	8.638703
vin	4	7.252408
vinaigret	1	8.638703
vinaigrette	39	4.975141
vinaogrette	1	8.638703
vindaloo	3	7.540090
vine	5	7.029265
vinegar	928	1.805671
vinegars	1	8.638703
vinegary	1	8.638703
vineger	1	8.638703
vinigar	1	8.638703
vinnie	1	8.638703
vintage	2	7.945555
vinyl	2	7.945555
viola	1	8.638703
violet	1	8.638703
violets	1	8.638703
virgin	193	3.376012
virginia	3	7.540090
virtuous	1	8.638703
viscosity	1	8.638703
visible	10	6.336118
visibly	3	7.540090
vita	1	8.638703
vital	3	7.540090
vitamin	5	7.029265
vitamins	1	8.638703
vitamix	1	8.638703
vlasic	2	7.945555
vodka	43	4.877502
voila	2	7.945555
vol	4	7.252408
volcanic	1	8.638703
volume	19	5.694264
vs	1	8.638703
vsop	1	8.638703
wa	1	8.638703
wad	1	8.638703
wafer	17	5.805489
wafers	18	5.748331
waffle	17	5.805489
waffled	1	8.638703
waffler	1	8.638703
waffles	21	5.594180
waft	1	8.638703
wafter	1	8.638703
wagon	2	7.945555
waikiki	2	7.945555
wakame	4	7.252408
wakes	1	8.638703
walay	1	8.638703
walker	1	8.638703
wall	5	7.029265
walla	2	7.945555
wallbanger	1	8.638703
walley	2	7.945555
wallpaper	2	7.945555
walls	2	7.945555
walnut	52	4.687459
walnuts	240	3.158064
walt	1	8.638703
walter	1	8.638703
wand	1	8.638703
wanganui	2	7.945555
wanna	1	8.638703
want	213	3.277410
wanted	7	6.692792
war	1	8.638703
warm	686	2.107825
warmed	65	4.464315
warmer	1	8.638703
warming	3	7.540090
warms	2	7.945555
warmth	2	7.945555
warning	3	7.540090
warping	1	8.638703
warq	1	8.638703
warrior	1	8.638703
wasabi	29	5.271407
wasabil	1	8.638703
wash	148	3.641490
washboard	1	8.638703
washed	73	4.348243
washing	5	7.029265
wasn	4	7.252408
wassail	2	7.945555
waste	1	8.638703
wat	1	8.638703
watch	36	5.055184
watcher	6	6.846943
watchers	26	5.380606
watching	6	6.846943
wate	1	8.638703
water	2788	0.705623
waterbath	1	8.638703
watercress	6	6.846943
watered	1	8.638703
watermelon	18	5.748331
waters	2	7.945555
watery	7	6.692792
wattage	1	8.638703
watts	1	8.638703
wave	3	7.540090
waverly	1	8.638703
wax	59	4.561165
waxed	50	4.726680
waxpaper	1	8.638703
way	136	3.726048
ways	11	6.240807
wear	3	7.540090
wearever	1	8.638703
wearing	2	7.945555
weather	2	7.945555
weave	2	7.945555
weaving	1	8.638703
web	1	8.638703
website	2	7.945555
wedding	2	7.945555
wedes	1	8.638703
wedge	47	4.788555
wedged	2	7.945555
wedges	175	3.473917
wee	1	8.638703
weed	48	4.767502
week	43	4.877502
weekday	1	8.638703
weekend	1	8.638703
weekends	1	8.638703
weeknight	3	7.540090
weeks	26	5.380606
weet	2	7.945555
weggs	1	8.638703
wehani	1	8.638703
weigh	3	7.540090
weighing	2	7.945555
weighs	1	8.638703
weight	44	4.854513
weights	1	8.638703
weiner	1	8.638703
weinerscnitzel	1	8.638703
weinies	1	8.638703
weird	2	7.945555
welcome	1	8.638703
well	1657	1.225939
wellington	1	8.638703
wellingtons	1	8.638703
wellness	1	8.638703
wells	3	7.540090
welsh	1	8.638703
wenbr	1	8.638703
wendy	1	8.638703
west	2	7.945555
western	3	7.540090
wet	122	3.834682
wetter	1	8.638703
what	55	4.631369
whatever	52	4.687459
wheat	228	3.209357
wheel	2	7.945555
wheels	2	7.945555
when	796	1.959103
whenever	3	7.540090
where	29	5.271407
wherever	1	8.638703
whether	3	7.540090
whey	14	5.999645
which	75	4.321214
whichever	4	7.252408
whick	1	8.638703
whil	1	8.638703
while	453	2.522810
whilst	2	7.945555
whip	175	3.473917
whiped	1	8.638703
whipped	226	3.218168
whipping	130	3.771168
whippings	1	8.638703
whir	2	7.945555
whirl	9	6.441478
whirls	1	8.638703
whisk	587	2.263678
whisked	13	6.073753
whiskey	27	5.342866
whisking	75	4.321214
whisky	5	7.029265
whisper	1	8.638703
whistles	2	7.945555
whistling	1	8.638703
white	1144	1.596416
whiter	2	7.945555
whites	218	3.254208
whiting	1	8.638703
whiz	9	6.441478
whizz	8	6.559261
whizzing	1	8.638703
who	7	6.692792
whole	618	2.212214
wholemeal	3	7.540090
wholewheat	1	8.638703
whoopie	4	7.252408
whose	1	8.638703
why	3	7.540090
wi	1	8.638703
wicked	1	8.638703
wide	76	4.307969
wider	1	8.638703
widest	2	7.945555
width	7	6.692792
widthways	1	8.638703
widthwise	4	7.252408
wiener	3	7.540090
wieners	1	8.638703
wienerschnitzel	1	8.638703
wife	2	7.945555
wiggle	1	8.638703
wiggly	2	7.945555
wih	2	7.945555
wild	46	4.810061
wildcat	2	7.945555
wildly	1	8.638703
williams	1	8.638703
willnot	1	8.638703
willrise	1	8.638703
wilson	2	7.945555
wilt	12	6.153796
wilted	45	4.832040
wilting	3	7.540090
wilts	3	7.540090
wind	1	8.638703
windex	1	8.638703
winding	1	8.638703
window	2	7.945555
wine	661	2.144949
wing	17	5.805489
winged	1	8.638703
wings	57	4.595651
wingtips	1	8.638703
winner	1	8.638703
winners	1	8.638703
wino	1	8.638703
winter	18	5.748331
wintertime	1	8.638703
wintzell	1	8.638703
wip	2	7.945555
wipe	34	5.112342
wiped	3	7.540090
wiping	2	7.945555
wire	276	3.018302
wise	8	6.559261
wisely	1	8.638703
wish	52	4.687459
wishbone	1	8.638703
wished	3	7.540090
wisk	11	6.240807
wisking	1	8.638703
wisp	1	8.638703
wisps	1	8.638703
wit	1	8.638703
witch	1	8.638703
withhold	1	8.638703
within	31	5.204715
without	108	3.956571
withwheat	1	8.638703
witrh	1	8.638703
wiwth	1	8.638703
wobbles	1	8.638703
wobbly	3	7.540090
wok	88	4.161366
wolfberries	1	8.638703
wolfgang	1	8.638703
woman	3	7.540090
women	1	8.638703
wonder	2	7.945555
wonderful	21	5.594180
wonderfully	2	7.945555
wondering	1	8.638703
wonders	1	8.638703
wondra	4	7.252408
wong	1	8.638703
wonton	17	5.805489
wontons	2	7.945555
woo	1	8.638703
wood	16	5.866114
woodear	1	8.638703
wooden	138	3.711449
woodenpick	1	8.638703
woodland	1	8.638703
woods	1	8.638703
woody	5	7.029265
worcestershire	279	3.007491
worcesteshire	1	8.638703
worchesire	1	8.638703
worchestershire	5	7.029265
words	1	8.638703
workable	1	8.638703
workout	1	8.638703
workperson	1	8.638703
works	70	4.390207
workspace	1	8.638703
worktop	1	8.638703
world	7	6.692792
worm	1	8.638703
worms	2	7.945555
worried	1	8.638703
worries	1	8.638703
worry	28	5.306498
worrying	1	8.638703
worth	9	6.441478
worthwhile	1	8.638703
wothout	1	8.638703
wouldn	2	7.945555
wrap	249	3.121250
wraper	1	8.638703
wrapped	23	5.503208
wrapper	16	5.866114
wrappers	16	5.866114
wrapping	3	7.540090
wraps	26	5.380606
wreath	2	7.945555
wring	1	8.638703
wrinkled	2	7.945555
wrist	1	8.638703
wrong	2	7.945555
wrung	1	8.638703
wurst	1	8.638703
ww	27	5.342866
www	31	5.204715
xa	1	8.638703
xampinyons	1	8.638703
xanthan	11	6.240807
xao	1	8.638703
xiao	1	8.638703
yahoo	1	8.638703
yakibuta	1	8.638703
yakisoba	4	7.252408
yam	5	7.029265
yams	12	6.153796
yang	3	7.540090
yard	1	8.638703
yards	1	8.638703
yarn	1	8.638703
yasmeen	1	8.638703
yats	1	8.638703
ye	1	8.638703
year	8	6.559261
years	2	7.945555
yeast	236	3.174871
yeasted	1	8.638703
yellow	248	3.125274
yep	1	8.638703
yes	7	6.692792
yet	23	5.503208
yield	30	5.237505
yields	12	6.153796
yin	2	7.945555
yo	3	7.540090
yoghurt	32	5.172967
yogurt	234	3.183381
yoke	1	8.638703
yokes	1	8.638703
yoks	1	8.638703
yolk	94	4.095408
yolks	215	3.268065
yoplait	1	8.638703
york	9	6.441478
young	4	7.252408
younger	1	8.638703
youre	2	7.945555
yours	7	6.692792
yourself	18	5.748331
youtiao	1	8.638703
youverlakie	1	8.638703
yucatan	2	7.945555
yucca	2	7.945555
yuk	1	8.638703
yukky	1	8.638703
yukon	21	5.594180
yum	15	5.930652
yumbo	2	7.945555
yummies	1	8.638703
yumminess	1	8.638703
yummmmmmyyyyy	1	8.638703
yummy	24	5.460649
yuyu	1	8.638703
yve	1	8.638703
yves	1	8.638703
za	2	7.945555
zaar	5	7.029265
zag	1	8.638703
zanzabari	1	8.638703
zanzibari	1	8.638703
zap	1	8.638703
zarda	1	8.638703
zatarains	2	7.945555
zealand	3	7.540090
zeera	2	7.945555
zeppole	1	8.638703
zest	302	2.928276
zested	2	7.945555
zesty	5	7.029265
zig	1	8.638703
zimmern	1	8.638703
zinfandel	3	7.540090
zing	1	8.638703
zip	29	5.271407
ziploc	23	5.503208
ziplock	15	5.930652
ziplok	1	8.638703
zipper	4	7.252408
zipperback	1	8.638703
