surface	wiki_title	type
Soo Jeh Bee	Sujebi	dish
Soo jeh bee	Sujebi	dish
SooJehBee	Sujebi	dish
Sooflay	Soufflé	dish
Soojehbee	Sujebi	dish
Sooki	Soki	ingredient
Soon tofu	Sundubu-jjigae	dish
Soondae	Sundae (sausage)	ingredient
Soondubo	Sundubu-jjigae	dish
Soondubu	Tofu	dish
Sooth (chutney)	Sooth (chutney)	condiment
Sop	Sop	dish
Sop (disambiguation)	Sop	dish
Sopa de Gato	Sopa de gato	dish
Sopa de Mondongo	Sopa de mondongo	dish
Sopa de Pata	Sopa de pata	dish
Sopa de fideo	Sopa de fideo	dish
Sopa de gato	Sopa de gato	dish
Sopa de guandu con carne salada	Sopa de guandú con carne salada	ingredient
Sopa de guandú con carne salada	Sopa de guandú con carne salada	ingredient
Sopa de lacassá	Sopa de lacassá	dish
Sopa de lima	Sopa de lima	dish
Sopa de modongo	Sopa de mondongo	dish
Sopa de mondongo	Sopa de mondongo	dish
Sopa de pata	Sopa de pata	dish
Sopa do Espírito Santo	Sopa do Espírito Santo	dish
Sopaipa	Sopaipilla	dish
Sopaipilla	Sopaipilla	dish
Sopaipillas	Sopaipilla	dish
Sopang mais	Corn crab soup	dish
Sopapilla	Sopaipilla	dish
Sopapillas	Sopaipilla	dish
Soparnik	Soparnik	dish
Soparnjak	Soparnik	dish
Sopas	Sopas	dish
Sope (food)	Sope (food)	dish
Sopes	Sope (food)	dish
Soplica	Soplica	ingredient
Soplica (vodka)	Soplica	ingredient
Soplica vodka	Soplica	ingredient
Sopocka	Sopocka	ingredient
Sopravissana	Sopravissana	dish
Soprole	Soprole	ingredient
Sops	Sop	dish
Sopón	Sancocho	dish
Sorbet	Sorbet	dish
Sorbetes	Sorbetes	dish
Sorbeto	Sorbet	dish
Sorbetto	Sorbet	dish
Soriso de Cebu	Chorizo de Cebu	ingredient
Sorke	Shanklish	ingredient
Sorol (food)	Sorol (food)	ingredient
Sorpa	Chorba	dish
Sorpatel	Sarapatel	dish
Sorpotel	Sarapatel	dish
Sorrel	Sorrel	dish
Sorrentinos	Sorrentinos	ingredient
Sorrento Cheese	Lactalis	ingredient
Sorrento Lactalis	Lactalis	ingredient
Sorrowful Rice	Sorrowful Rice	dish
Sorry Charlie	StarKist	dish
Sorry, Charlie	StarKist	dish
Sorullitos	Sorullos	dish
Sorullos	Sorullos	dish
Sosatie	Sosatie	dish
Sosis Bandari	Sosis Bandari	dish
Sosis bandari	Sosis Bandari	dish
Sosklopse	Königsberger Klopse	dish
Sossklopse	Königsberger Klopse	dish
Sosyo	Sosyo	ingredient
Soto (food)	Soto (food)	dish
Soto Betawi	Soto (food)	dish
Soto banjar	Soto (food)	dish
Sotteok sotteok	So-tteok-so-tteok	dish
Sotteoksotteok	So-tteok-so-tteok	dish
Sou (pastry)	Sou (pastry)	dish
Sou Bing	Shaobing	dish
Soubressade	Sobrassada	ingredient
Soudjouk	Sujuk	ingredient
Souffle	Soufflé	dish
Souffles	Soufflé	dish
Soufflé	Soufflé	dish
Soufflé Rothschild	Soufflé Rothschild	dish
Soufle	Soufflé	dish
Sougla	Souvla	ingredient
Soujouk	Sujuk	ingredient
Soujoukh	Sujuk	ingredient
Soul food health trends	Soul food health trends	ingredient
Soulvaki	Souvlaki	dish
Sounds of Succulence	Dr Pepper	ingredient
Soup	Soup	dish
Soup Kitchen International	The Original Soupman	dish
Soup Man	The Original Soupman	dish
Soup No.5	Soup Number Five	dish
Soup Number Five	Soup Number Five	dish
Soup alla Canavese	Zuppa del canavese	dish
Soup alla Modanese	Zuppa alla modenese	dish
Soup alla canavese	Zuppa del canavese	dish
Soup alla modenese	Zuppa alla modenese	dish
Soup and sandwich	Soup and sandwich	dish
Soup du Barry	Soup du Barry	dish
Soup man	The Original Soupman	dish
Soup with risotto	Soup with risotto	dish
Soupe	Soup	dish
Soupe DuBarry	Soup du Barry	dish
Soupe au fromage	Soupe au fromage	dish
Soupe aux gourganes	Soupe aux gourganes	dish
Soupe à l'oignon	French onion soup	dish
Soupman	The Original Soupman	dish
Soupman Inc.	The Original Soupman	dish
Soups	Soup	dish
Soups in East Asian culture	Soups in East Asian culture	dish
Soupy rice	Congee	dish
Sour (cocktail)	Sour (cocktail)	ingredient
Sour Kraut	Sauerkraut	dish
Sour bread	Sourdough	dish
Sour cabbage	Whole sour cabbage	dish
Sour cabbage soup	Shchi	dish
Sour cereal soup	Sour cereal soup	dish
Sour cherry soup	Sour cherry soup	dish
Sour cocktail	Sour (cocktail)	ingredient
Sour cream &amp; onion	French onion dip	dish
Sour cream and chives	French onion dip	dish
Sour cream and onion	French onion dip	dish
Sour cream and onion dip	French onion dip	dish
Sour cream doughnut	Sour cream doughnut	ingredient
Sour cream doughnuts	Sour cream doughnut	ingredient
Sour dough	Sourdough	dish
Sour dough bread	Sourdough	dish
Sour dough starter	Sourdough	dish
Sour herring	Surströmming	dish
Sour plum	Umeboshi	dish
Sour rye soup	Sour cereal soup	dish
Sour shchi	Shchi	dish
Sour soup fish	Sour soup fish	dish
Sour starter	Pre-ferment	dish
Sour tomato	Pickling	technique
Sour tomatoes	Pickling	technique
Sourdough	Sourdough	dish
Sourdough bread	Sourdough	dish
Sourdough starter	Sourdough	dish
Soured	Souring	technique
Souring	Souring	technique
Sourkraut	Sauerkraut	dish
Sourkrawt	Sauerkraut	dish
Souskluitjies	Dumpling	dish
South African beverages	South African cuisine	cuisine
South African cuisine	South African cuisine	cuisine
South African food	South African cuisine	cuisine
South America cuisine	South American cuisine	cuisine
South American (sandwich)	South American (sandwich)	ingredient
South American cuisine	South American cuisine	cuisine
South Asian Pickles	South Asian pickle	ingredient
South Asian cuisine	South Asian cuisine	cuisine
South Asian food	South Asian cuisine	cuisine
South Asian pickle	South Asian pickle	ingredient
South Asian pickles	South Asian pickle	ingredient
South Asian restaurant	South Asian cuisine	cuisine
South Asian sweets	Sweets from the Indian subcontinent	dish
South Beach Beverage Company	SoBe	ingredient
South Indian Cuisine	South Indian cuisine	cuisine
South Indian Snacks	South Indian snacks	dish
South Indian cuisine	South Indian cuisine	cuisine
South Indian filter coffee	Indian filter coffee	ingredient
South Indian snacks	South Indian snacks	dish
South Korean cuisine	South Korean cuisine	cuisine
South Side (cocktail)	South Side (cocktail)	ingredient
South Sudanese cuisine	South Sudanese cuisine	cuisine
South indian coffee	Indian filter coffee	ingredient
South indian food	South Indian cuisine	cuisine
South-Indian filter coffee	Indian filter coffee	ingredient
Southeast Asian chili paste	Chili sauce and paste	condiment
Southern American cuisine	Cuisine of the Southern United States	cuisine
Southern Comfort	Southern Comfort	ingredient
Southern Cooking	Cuisine of the Southern United States	cuisine
Southern Illinois Chowder	Southern Illinois chowder	dish
Southern Illinois chowder	Southern Illinois chowder	dish
Southern Indian cuisine	South Indian cuisine	cuisine
Southern Louisiana Ponce	Chaudin	dish
Southern New England Algonquian cuisine	Southern New England Algonquian cuisine	cuisine
Southern U.S. cuisine	Cuisine of the Southern United States	cuisine
Southern US cuisine	Cuisine of the Southern United States	cuisine
Southern United States cuisine	Cuisine of the Southern United States	cuisine
Southern comfort	Southern Comfort	ingredient
Southern cooking	Cuisine of the Southern United States	cuisine
Southern cuisine	Cuisine of the Southern United States	cuisine
Southern cuisine of the United States	Cuisine of the Southern United States	cuisine
Southern food	Cuisine of the Southern United States	cuisine
Southern koura	Paranephrops	ingredient
Southern tomato pie	Southern tomato pie	dish
Southside (cocktail)	South Side (cocktail)	ingredient
Southwest Asian cuisine	Middle Eastern cuisine	cuisine
Soutzoukakia Smyrneika	Kofta	ingredient
Soutzoukos	Churchkhela	dish
Souvla	Souvla	ingredient
Souvlaki	Souvlaki	dish
Souvlakia	Souvlaki	dish
Souvláki	Souvlaki	dish
Souvlákia	Souvlaki	dish
Sowans	Sowans	dish
Sowens	Sowans	dish
Soy	Soybean	ingredient
Soy Isoflavones	Soybean	ingredient
Soy bean	Soybean	ingredient
Soy bean paste	Fermented bean paste	dish
Soy beans	Soybean	ingredient
Soy controversy	Soybean	ingredient
Soy flour	Soybean	ingredient
Soy industry	Soybean	ingredient
Soy infant formula	Soybean	ingredient
Soy meat	Textured vegetable protein	dish
Soy paneer	Tofu	dish
Soy paper	Mamenori	dish
Soy paste	Fermented bean paste	dish
Soy product	Soybean	ingredient
Soy products	Soybean	ingredient
Soy pulp	Okara (food)	dish
Soy sauce chicken	Soy sauce chicken	dish
Soy tofu	Tofu	dish
Soya Bean	Soybean	ingredient
Soya bean	Soybean	ingredient
Soya bean tofu	Tofu	dish
Soya beans	Soybean	ingredient
Soya chunks	Textured vegetable protein	dish
Soya flour	Soybean	ingredient
Soya meat	Textured vegetable protein	dish
Soya nuggets	Soybean	ingredient
Soya paneer	Tofu	dish
Soya product	Soybean	ingredient
Soya vadi	Textured vegetable protein	dish
Soya wadi	Textured vegetable protein	dish
Soya-bean	Soybean	ingredient
Soyabean	Soybean	ingredient
Soyabean nuggets	Soybean	ingredient
Soyameat	Textured vegetable protein	dish
Soybean	Soybean	ingredient
Soybean curd	Tofu	dish
Soybean curd residue	Okara (food)	dish
Soybean paper	Mamenori	dish
Soybean paste	Doenjang	dish
Soybean paste	Fermented bean paste	dish
Soybean paste	Miso	dish
Soybean paste	Tương	dish
Soybean paste soup	Doenjang-guk	dish
Soybean paste stew	Doenjang-jjigae	dish
Soybean rice	Kongbap	dish
Soybeans	Soybean	ingredient
Soybeen	Soybean	ingredient
Soymeat	Textured vegetable protein	dish
Soyo (Paraguay)	Soyo (Paraguay)	dish
Soyutma	Soyutma	dish
Soßklopse	Königsberger Klopse	dish
Soğan kebabı	Soğan kebabı	dish
Space Dust	Pop Rocks	dish
Space Food Sticks	Space Food Sticks	dish
Space Raiders (snack food)	Space Raiders (snack food)	dish
Space food sticks	Space Food Sticks	dish
Space ice cream	Freeze-dried ice cream	dish
Spaetzel	Spätzle	ingredient
Spaetzle	Spätzle	ingredient
Spageti	Spaghetti	ingredient
Spagetti o's	SpaghettiOs	dish
Spagettieis	Spaghettieis	dish
Spagheti	Spaghetti	ingredient
Spaghetii hoops	SpaghettiOs	dish
Spaghett	Spaghett	ingredient
Spaghetti	Spaghetti	ingredient
Spaghetti &amp; meatballs	Spaghetti and meatballs	dish
Spaghetti Alla Carbonara	Carbonara	dish
Spaghetti Carbonara	Carbonara	dish
Spaghetti Eis	Spaghettieis	dish
Spaghetti O's	SpaghettiOs	dish
Spaghetti Os	SpaghettiOs	dish
Spaghetti a la Carbonara	Carbonara	dish
Spaghetti aglio e olio	Spaghetti aglio e olio	dish
Spaghetti aglio, olio e peperoncino	Spaghetti aglio e olio	dish
Spaghetti all' aglio, olio e peperoncino	Spaghetti aglio e olio	dish
Spaghetti all'assassina	Spaghetti all'assassina	dish
Spaghetti alla Carbonara	Carbonara	dish
Spaghetti alla Nerano	Spaghetti alla Nerano	dish
Spaghetti alla Puttanesca	Spaghetti alla puttanesca	dish
Spaghetti alla carbonara	Carbonara	dish
Spaghetti alla carrettiera	Spaghetti alla carrettiera	dish
Spaghetti alla chitarra	Spaghetti alla chitarra	ingredient
Spaghetti alla chitarra con ricotta, salsiccia e zafferano	Spaghetti alla chitarra	ingredient
Spaghetti alla chitarra con sugo di agnello	Spaghetti alla chitarra	ingredient
Spaghetti alla cipolla	Spaghetti	ingredient
Spaghetti alla puttanesca	Spaghetti alla puttanesca	dish
Spaghetti alla siracusana	Spaghetti alla siracusana	dish
Spaghetti alla vesuviana	Spaghetti	ingredient
Spaghetti alle vongole	Spaghetti alle vongole	dish
Spaghetti allo scoglio	Spaghetti	ingredient
Spaghetti and meatballs	Spaghetti and meatballs	dish
Spaghetti carbonara	Carbonara	dish
Spaghetti eis	Spaghettieis	dish
Spaghetti hoops	SpaghettiOs	dish
Spaghetti ice cream	Spaghettieis	dish
Spaghetti napolitan	Naporitan	dish
Spaghetti o's	SpaghettiOs	dish
Spaghetti preparation	Spaghetti	ingredient
Spaghetti rigati	Spaghetti	ingredient
Spaghetti rings	SpaghettiOs	dish
Spaghetti vongole	Spaghetti alle vongole	dish
Spaghetti with meatballs	Spaghetti and meatballs	dish
Spaghetti à la Carbonara	Carbonara	dish
Spaghetti-O's	SpaghettiOs	dish
Spaghetti-Os	SpaghettiOs	dish
SpaghettiO's	SpaghettiOs	dish
SpaghettiOs	SpaghettiOs	dish
Spaghettieis	Spaghettieis	dish
Spaghettini	Spaghetti	ingredient
Spaghettio	SpaghettiOs	dish
Spaghettio's	SpaghettiOs	dish
Spaghettios	SpaghettiOs	dish
Spaghettis	Spaghetti	ingredient
Spaghetto	Spaghetti	ingredient
Spaghettoni	Spaghetti	ingredient
Spain	Zarangollo	dish
Spain)	Simit	dish
Spam (food)	Spam (food)	dish
Spam (meat)	Spam (food)	dish
Spam Jam	Spam Jam	dish
Spam Pumpkin Spice	Pumpkin Spice Spam	ingredient
Spam food	Spam (food)	dish
Spam ham	Spam (food)	dish
Spam in a Can	Spam (food)	dish
Spam luncheon meat	Spam (food)	dish
Spam meat	Spam (food)	dish
Spam stew	Budae-jjigae	dish
Spamburger	Spam (food)	dish
Spamburger Hamburger	Spam (food)	dish
Spamilog	Sinangag	dish
Spamsilog	Silog	dish
Spamtastic	Spam (food)	dish
Spanacopada	Börek	dish
Spanacopida	Börek	dish
Spanacopita	Börek	dish
Spanaki pita	Börek	dish
Spanakipita	Börek	dish
Spanakopida	Savory spinach pie	dish
Spanakopita	Savory spinach pie	dish
Spanakorizo	Spanakorizo	dish
Spanakotiropia	Savory spinach pie	dish
Spanghero	À la Table de Spanghero	ingredient
Spanghero SA	À la Table de Spanghero	ingredient
Spanikopita	Savory spinach pie	dish
Spanisch Brotli	Spanisch Brötli	dish
Spanisch Brödli	Spanisch Brötli	dish
Spanisch Brötli	Spanisch Brötli	dish
Spanischbrödli	Spanisch Brötli	dish
Spanischbrötli	Spanisch Brötli	dish
Spanische Windtorte	Spanische Windtorte	dish
Spanische windtorte	Spanische Windtorte	dish
Spanish Brötli	Spanisch Brötli	dish
Spanish Toast	Pa amb tomàquet	dish
Spanish Windcake	Spanische Windtorte	dish
Spanish bread (Philippines)	Spanish bread (Philippines)	dish
Spanish bread culture	Bread in Spain	dish
Spanish breads	Bread in Spain	dish
Spanish ham	Jamón	ingredient
Spanish macaroon	Marunchinos	dish
Spanish nougat	Turrón	dish
Spanish onion	Onion	ingredient
Spanish peanut	Peanut	dish
Spanish rolls	Spanish bread (Philippines)	dish
Spanish teosinte	Maize	dish
Spanish-style gin and tonic	Gin and tonic	ingredient
Spanáki Píta	Börek	dish
Spanáki píta	Börek	dish
Spanákipíta	Börek	dish
Spare rib tea	Bak kut teh	dish
Spare-rib tea	Bak kut teh	dish
Sparkle (drink)	Sparkle (drink)	ingredient
Sparkle (soft drink)	Sparkle (drink)	ingredient
Sparks (drink)	Sparks (drink)	ingredient
Sparrow's tongue	Sejak	ingredient
Spas (soup)	Spas (soup)	dish
Spatakopita	Börek	dish
Spatini Sauce	Spatini sauce mix	condiment
Spatini sauce	Spatini sauce mix	condiment
Spatini sauce mix	Spatini sauce mix	condiment
Spatlo	Spatlo	ingredient
Spatzel	Spätzle	ingredient
Spatzle	Spätzle	ingredient
Special Army Meat	Spam (food)	dish
Special Sauce	Big Mac	dish
Special bhang lassi	Lassi	ingredient
Special fried rice	Yangzhou fried rice	dish
Special management meal	Nutraloaf	dish
Special sauce	Big Mac	dish
Special sauce (McDonald's)	Big Mac	dish
Specialty Coffees	Coffee	ingredient
Specialty coffees	Coffee	ingredient
Speck Alto Adige	Speck Alto Adige	ingredient
Speck Alto Adige PGI	Speck Alto Adige	ingredient
Speck South Tyrol	Speck Alto Adige	ingredient
Speckkuchen	Speckkuchen	dish
Speculaas	Speculoos	dish
Speculoos	Speculoos	dish
Speculoospasta	Speculoos	dish
Speculos	Speculoos	dish
Spedie	Spiedie	dish
Speducci	Arrosticini	dish
Spegetti	Spaghetti	ingredient
Spegheti	Spaghetti	ingredient
Speghetti	Spaghetti	ingredient
Spekdik	Pancake	dish
Spekesild	Spekesild	dish
Spekulatius	Speculoos	dish
Spencer steak	Rib eye steak	ingredient
Spettekaka	Spettekaka	dish
Spetzle	Spätzle	ingredient
Spetzli	Spätzle	ingredient
Spezi	Spezi	ingredient
Spezzatino	Spezzatino	dish
Speķa pīrāgi	Speķrauši	dish
Speķa rauši	Speķrauši	dish
Speķrausis	Speķrauši	dish
Speķrauši	Speķrauši	dish
Sphaggeti	Spaghetti	ingredient
Spherification	Spherification	technique
Spice Burger	Spice Burger	dish
Spice Islands (brand)	Spice Islands (brand)	condiment
Spice burger	Spice Burger	dish
Spice burgers	Spice Burger	dish
Spice drop	Gumdrop	ingredient
Spice drops	Gumdrop	ingredient
Spice round	Rinderbraten	dish
Spiced Rum	Rum	ingredient
Spiced ham	Spam (food)	dish
Spiced meat roll	Rullepølse	dish
Spiced round	Rinderbraten	dish
Spiced rum	Rum	ingredient
Spicier Nacho	Doritos	dish
Spicy Baconator	Baconator	dish
Spicy Chicken	Chicken as food	ingredient
Spicy Chicken McNuggets	Chicken McNuggets	dish
Spicy Fifty	Spicy Fifty	ingredient
Spicy Hot Pot	Malatang	dish
Spicy McNuggets	Chicken McNuggets	dish
Spicy Raw Shrimp Salad	Kung chae nampla	dish
Spicy Sri Lankan Fish Curry (Malu Mirisata)	Malu Mirisata	dish
Spicy Tendercrisp	TenderCrisp	dish
Spicy and sour soup	Hot and sour soup	dish
Spicy beef soup	Yukgaejang	dish
Spicy brown mustard	Mustard (condiment)	ingredient
Spicy chicken sandwich	Spicy chicken sandwich	dish
Spicy cow feet	Nkwobi	dish
Spicy cow feet (Nkwobi)	Nkwobi	dish
Spicy diced chicken with peanuts	Kung Pao chicken	dish
Spicy fifty	Spicy Fifty	ingredient
Spicy fish stew	Maeun-tang	dish
Spicy mayo	Mayonnaise	dish
Spicy meatball	Meatball	dish
Spicy noodles	Bibim-guksu	dish
Spicy raw shrimp salad	Kung chae nampla	dish
Spicy soup	Hulatang	dish
Spicy stick/hot strip/spicy strip/Spicy Gluten Stick	Latiao	dish
Spicy stir-fried chicken	Dak-galbi	dish
Spicy taco	Taco	dish
Spicy tuna roll	Spicy tuna roll	dish
Spidducci	Arrosticini	dish
Spider (drink)	Ice cream float	ingredient
Spider cheese	Milbenkäse	ingredient
Spiducci	Arrosticini	dish
Spiedie	Spiedie	dish
Spiedies	Spiedie	dish
Spiedini	Arrosticini	dish
Spierini	Arrosticini	dish
Spina Santa	Holy Spina (sweet)	dish
Spinach Dock	Sorrel	dish
Spinach omelette	Nargesi (food)	dish
Spinach pancake	Pancake	dish
Spinach phyllo	Börek	dish
Spinach pie	Savory spinach pie	dish
Spinacopita	Börek	dish
Spinnenkaese	Milbenkäse	ingredient
Spinnenkase	Milbenkäse	ingredient
Spinnenkäse	Milbenkäse	ingredient
Spiral bun	Bun	dish
Spirali	Cavatappi	ingredient
Spiro Spathis	Spiro Spathis	ingredient
Spit (cooking aide)	Rotisserie	dish
Spit roast	Rotisserie	dish
Spit roasts	Rotisserie	dish
Spit-roasting	Rotisserie	dish
Spitroast	Rotisserie	dish
Spitzweggen	Zürcher Murren	dish
Split dal	Dal	dish
Split lentil	Dal	dish
Splitting the G	Guinness	ingredient
Spodee	Punch (drink)	ingredient
Spodi	Punch (drink)	ingredient
Spodie	Punch (drink)	ingredient
Spompia	Pompia	ingredient
Spondonicles	Billycan	tool
Spongarda	Spongarda	dish
Sponge and dough	Sponge and dough	dish
Sponge biscuit	Ladyfingers (biscuits)	dish
Sponge finger	Ladyfingers (biscuits)	dish
Sponge-dough	Sponge and dough	dish
Spongy dough (''sufgan'')	Zalabiyeh	dish
Spoom	Spoom	dish
Spoon and chopstick rest	Spoon and chopstick rest	technique
Spoon bread	Spoonbread	dish
Spoonbread	Spoonbread	dish
Sporade	Sporade	ingredient
Spratelloides gracilis	Silver-stripe round herring	dish
Spread (food)	Spread (food)	dish
Spreadable butter	Butter	ingredient
Spreewaldsauce	Spreewaldsauce	condiment
Spring lamb	Lamb and mutton	dish
Spring mix	Mesclun	dish
Spring onion	Scallion	ingredient
Spring onions	Scallion	ingredient
Spring wheat	Wheat	dish
Springbokkie	Springbokkie	ingredient
Springdale Poultry Industry Historic District	Springdale Poultry Industry Historic District	dish
Springerle	Springerle	dish
Springerlies	Springerle	dish
Springfield Doughnut	Springfield Doughnut	ingredient
Sprinkle Spangles	Sprinkle Spangles	dish
Sprinkle doughnut	Doughnut	dish
Sprinkle spangles	Sprinkle Spangles	dish
Sprinkles	Sprinkles	ingredient
Sprite (beverage)	Sprite (drink)	ingredient
Sprite (drink)	Sprite (drink)	ingredient
Sprite (soda)	Sprite (drink)	ingredient
Sprite (soft drink)	Sprite (drink)	ingredient
Sprite 3G	Sprite (drink)	ingredient
Sprite 3G (drink)	Sprite (drink)	ingredient
Sprite Cranberry	Sprite (drink)	ingredient
Sprite Green	Sprite (drink)	ingredient
Sprite Lemon+	Sprite Lemon+	ingredient
Sprite Light	Sprite Zero Sugar	ingredient
Sprite No Sugar	Sprite Zero Sugar	ingredient
Sprite Remix	Sprite Remix	ingredient
Sprite Soda	Sprite (drink)	ingredient
Sprite Zero	Sprite Zero Sugar	ingredient
Sprite Zero Sugar	Sprite Zero Sugar	ingredient
Sprite cocktail	Sprite (drink)	ingredient
Sprite cocktails	Sprite (drink)	ingredient
Sprite cranberry	Sprite (drink)	ingredient
Sprite grenadine	Shirley Temple (drink)	ingredient
Sprite soda	Sprite (drink)	ingredient
Spritz (alcoholic beverage)	Spritz (cocktail)	ingredient
Spritz (cocktail)	Spritz (cocktail)	ingredient
Spritz Veneziano	Spritz (cocktail)	ingredient
Spritz cookie	Spritzgebäck	dish
Spritz cookies	Spritzgebäck	dish
Spritzgeback	Spritzgebäck	dish
Spritzgebaeck	Spritzgebäck	dish
Spritzgebäck	Spritzgebäck	dish
Spritzkuchen	Cruller	dish
Sprouted brown rice	Germinated brown rice	dish
Sprouting broccoli	Broccoli	ingredient
Spud (potato)	Potato	dish
Spumone	Spumoni	ingredient
Spumone (Italian singular form)	Spumoni	ingredient
Spumoni	Spumoni	ingredient
Spundekäs	Spundekäs	dish
Spunk (candy)	Spunk (candy)	ingredient
Spurtle	Spurtle	technique
Spätsle	Spätzle	ingredient
Spätzle	Spätzle	ingredient
Spätzle maker	Spätzle	ingredient
Spätzli	Spätzle	ingredient
Spætzle	Spätzle	ingredient
Squab	Squab	dish
